Ecotype,Fresh weight,ChlA,ChlB,Protein content,NO3-,Amino acid,Glc,Fru,G6P,Suc,starch,Fum,Mal,FK,GK,nINV,aINV,G6PDH,FBP,FUMARASE,iRub,mRub,SPS,UGP,PGM,cPGI,tPGI,pPGI,AGP,NRVs,NRVm
8275,0.225,1.536,0.351,11.942,120.341,26.396,4.804,2.21,226.326,2.248,51.358,13.308,6.208,211.23,240.44,159.095,909.315,611.24,246.48,2669.095,4457.455,3611.99,192.4316284,9030.465,8835.995,944.15,1383.3,439.15,1745.01,229.835,403.615
5341,0.225,1.329,0.345,12.328,132.142,31.373,2.791,1.703,262.482,2.08,37.272,6.689,10.908,296.515,343.125,241.465,586.45,595.61,154.975,4477.135,3987.425,5741.73,192.4316284,9208.875,8683.61,759.235,1081.745,322.51,1122.415,310.185,521.405
8239,0.226,1.228,0.334,11.178,117.257,27.294,2.756,2.842,303.367,1.164,88.096,19.096,7.292,135.23,63.13,157.42,758.2,411.65,29.05,4895.65,4566.55,5005.75,118.77,8778.84,9593.15,774.16,1138.53,364.37,1626.72,297.22,505.44
1716,0.227,1.208,0.321,13.347,154.675,22.373,1.367,1.784,237.862,2.318,30.877,7.761,7.94,160.775,104.3,164.785,602.685,331.86,53.915,4163.245,3659.775,3995.355,95.83,8241.4,8188.6,688.18,1040.745,352.565,1161.055,268.865,418.09
116,0.228,1.306,0.323,13.637,112.178,30.559,4.897,2.328,272.926,2.275,43.66,6.006,10.205,245.515,273.39,200.03,823.155,944.82,261.25,4388.22,5363.075,5497.4,366.78,7601.54,9393.025,841.5,1307.41,465.91,1385.89,255.62,480.415
5158,0.233,1.443,0.331,12.723,129.857,26.832,8.753,3.419,258.912,2.207,70.858,16.967,8.149,217.66,98.575,171.645,868.62,560.6,51.99,3223.355,4459.88,4758.49,159.64,6510.005,8933.945,804.71,1171.655,366.945,1543.99,236.535,431.43
7472,0.234,1.489,0.356,13.871,143.179,27.644,4.197,3.375,246.272,2.277,47.123,13.309,10.317,156.09,291.91,208.38,890.81,931.11,218.58,2645.565,4865.14,5443.945,186.67,8270.81,8954.385,605.39,1075.2,469.81,1273.715,393.555,661.06
7351,0.237,1.261,0.307,12.577,100.604,20.233,6.36,4.606,290.783,1.891,110.345,18.746,14.219,291.87,221.905,151.51,522.835,574.22,215.99,3552.83,5102.245,5330.66,305.3,8044.585,8835.23,898.875,1337.85,438.975,1729.88,254.65,502.71
7098,0.239,1.534,0.377,12.686,111.449,29.84,3.324,3.547,351.983,1.968,31.72,8.612,14.277,156.82,447.46,122.85,506.26,934.17,147.62,1086.23,2739.38,3818.83,101.41,5418.71,6684.03,633.12,1000.65,367.53,1081.07,199.31,403.04
6980,0.239,1.377,0.36,12.868,121.524,28.012,5.116,3.003,246.822,1.694,50.047,14.501,8.217,236.365,347.775,158.51,382.41,485.215,375.235,4231.56,4514.83,5216.43,189.61,8134.085,9206.82,714.365,1154.2,439.835,1365.085,240.585,458.28
957,0.24,1.197,0.315,11.224,130.949,23.488,3.229,2.664,262.207,2.207,69.481,11.146,7.444,204.585,294.77,125.23,752.79,380.485,94.83,1512.715,3726.975,5034.18,329.73,6942.87,8568.2,684.71,1135.905,451.195,1496.325,199.155,442.66
91,0.24,1.263,0.319,11.311,140.592,29.943,3.65,3.282,207.229,2.386,79.86,6.799,8.781,399.39,130.99,141.655,720.82,691.14,183.315,2441.82,2573.04,2704.415,217.6,6422.67,4372.475,653.13,629.91,351.6805919,990.7,133.745,239.585
2274,0.24,1.24,0.313,11.873,130.078,25.727,3.77,2.867,237.595,2.116,53.623,10.091,6.361,266.225,346.225,122.58,609.26,630.385,151.935,5299.69,4056.155,4705.12,183.29,7951.685,8582.89,701.165,1014.84,313.675,1152.085,223.6,438.35
7516,0.24,1.424,0.34,10.609,116.068,23.901,11.594,6.802,260.615,0.595,59.845,18.071,6.264,150.845,150.345,163.385,860.665,459.935,199.915,2842.785,5201.03,4729.715,192.4316284,9506.25,8031.615,843.05,1184.805,341.755,1522.89,271.105,432.85
7521,0.241,1.223,0.328,14.594,122.418,20.837,3.062,1.608,241.099,2.459,54.167,14.774,7.395,276,244.53,110.66,743.99,242.82,106.55,3828.07,3903.96,5821.11,43.53,8079.27,7685.22,821.35,1119.07,297.72,1534.71,287.57,437.94
8256,0.243,1.249,0.297,11.15,136.76,24.406,3.887,2.364,281.816,1.887,50.722,2.753,17.14,125.815,232.3471651,218.63,913.965,457.195,310.71,2810.645,4189.145,4899.08,302.58,6903.32,9461.335,804.255,1267.825,463.57,1647.015,335.245,587.08
6921,0.243,1.391,0.314,12.964,128.771,31.15,4.05,3.845,262.88,2.944,96.441,18.668,9.928,157.33,135.905,237.075,636.665,616.485,148.795,4273.705,3995.925,4946.67,280.23,8075.74,9467.415,718.385,1134.87,416.485,1299.06,283.72,435.55
8343,0.243,1.357,0.303,11.843,135.364,26.2,4.104,3.067,235.615,2.212,82.005,18.751,7.51,186.31,197.4,129.975,585.87,272.395,143.8,4843.745,3847.54,5030.435,105.745,7800.675,8273.625,829.24,1180.435,351.195,1332.71,356.975,474.445
7346,0.245,1.327,0.339,11.336,120.754,29.412,2.394,1.796,278.32,1.731,40.964,13.136,11.637,156.08,165.115,175.495,552.42,516.28,160.245,4168.96,4301.855,4529.5,98.03,7555.4,7897.075,719.965,1024.455,304.49,1625.4,303.875,592.25
7523,0.245,1.426,0.343,12.962,130.209,22.539,2.813,2.697,235.847,2.156,56.84,16.363,9.507,222.115,180.215,229.31,917.63,1514.675,219.495,4457.845,4097.045,6269.87,198.145,6899.025,8351.055,607.63,1082.37,474.74,1105.845,313.245,591.81
5122,0.246,1.199,0.35,10.983,146.745,24.664,3.418,2.552,226.761,1.547,41.557,7.499,7.877,409.855,286.495,164.825,923.11,437.315,95.395,3543.125,2259.985,4380.48,486.84,7021.58,7945.515,565.355,905.945,340.59,994.57,234.59,418.985
6985,0.246,1.528,0.378,13.839,106.897,21.597,3.842,2.689,248.997,2.181,59.098,14.738,12.528,229.43,406.835,202.59,841.12,802.015,190.76,2959.915,4654.355,5568.08,218.62,7881.38,8926.67,882.91,1361.76,478.85,1736.505,272.57,477.57
6169,0.247,1.495,0.365,11.101,85.87,29.244,8.515,5.229,280.314,2.447,61.686,21.733,14.03,159.36,621.86,224.21,627.835,455,241.57,3948.005,3884.385,5166.71,303.825,9194.295,7577.705,755.64,1145.995,390.355,1564.795,238.84,423.005
5116,0.247,1.567,0.345,12.79,114.843,28.361,6.912,2.471,184.524,1.178,71.92,16.18,12.515,73.98,334.78,189.47,709.215,323.745,226.94,506.06,5966.99,2506.655,274.37,6090.785,5625.43,953.16,770.995,149.83,1481.385,143.115,283.725
8213,0.249,1.305,0.319,11.265,107.225,22.563,8.52,4.034,274.299,2.601,61.891,17.453,8.347,220.775,106.52,117.84,608.815,751.395,181.885,2479.14,3578.04,5169.375,319.84,6566.44,9063.355,920.42,1349.34,428.92,1686.925,245.025,432.735
7188,0.252,1.451,0.325,12.264,113.245,24.472,9.397,3.532,207.986,0.806,51.801,18.141,10.894,231.28,293.005,166.855,639.29,558.79,152.22,2850.295,2197.555,3737.315,192.4316284,7099.35,5744.26,777.4,1137.03,359.63,1703.96,172.375,283.385
7520,0.252,1.372,0.316,11.282,110.488,24.554,5.127,3.158,231.006,1.835,60.551,17.226,8.964,216.675,317.8,131.365,645.03,534.17,162.47,2185.5,3423.5,4570.12,192.4316284,5088.295,7695.245,666.045,1051,384.955,1444.285,260.75,264.13
242,0.253,1.148,0.301,11.76,125.39,23.168,5.256,2.906,239.788,2.409,57.964,9.667,8.024,236.355,406.965,170.235,821.945,828.17,87.19,2738.02,4054.835,4392.43,245.715,6892.24,8876.055,759.125,1168.865,409.74,1674.13,234.36,437.93
366,0.253,1.096,0.293,11.67,109.607,29.479,2.481,3.713,315.501,1.501,40.616,8.488,12.626,199.02,117.75,217.115,974.09,572.06,144.23,1942.015,4336.34,4632.81,197.39,7729.415,7700.69,764.705,1131.525,366.82,1409.855,257.6,458.555
8692,0.254,1.118,0.304,11.355,137.754,30.447,3.759,2.163,219.992,1.732,44.978,10.571,8.701,165.27,132.105,181.455,620.71,562.16,245.91,2732.115,3772.8,4440.8,192.4316284,6331.265,7609.75,636.595,778.495,141.9,630.125,256.875,433.925
7522,0.254,1.225,0.314,11.545,120.167,22.835,5.787,3.613,266.867,2.79,55.029,9.523,7.294,170.11,164.7,187.075,801.05,1259.765,125.065,4649.965,4612.62,5098.405,235.505,8087.555,9498.76,727.44,1110.475,383.035,1018.945,250.75,443.89
7479,0.255,1.334,0.343,11.886,127.175,24.095,2.693,1.901,231.703,1.877,39.514,18.668,7.275,208.82,246.855,162.395,669.53,497.395,138.58,2352.05,3146.715,5214.295,192.4316284,7176.96,8842.605,650.57,1064.885,414.315,1312.4,247.86,446.695
7514,0.256,1.308,0.303,11.054,133.534,25.452,3.517,3.004,230.223,3,57.975,19.042,7.02,241.4,75.75,209.86,733.27,725.565,501.635,5260.565,4905.16,5319.27,234.14,6211.875,9032.465,854.515,1294.745,440.23,1553.305,319.455,577.135
6988,0.257,1.27,0.313,12.276,106.891,26.465,9.629,3.525,241.141,2.811,74.066,18.145,6.277,269.9,89.89,158.065,809.01,401.585,153.505,1848.31,4211.005,5135.905,233.06,8051.045,9596.31,954.06,1365.17,411.11,1049.42,194.265,328.61
1,0.257,1.058,0.27,10.913,121.145,25.984,2.493,2.087,191.586,1.153,65.365,13.264,6.621,119.465,226.32,138.68,547.65,321.545,197.615,2057.625,2800.5,3405.665,192.4316284,6164.99,5517.77,517.52,725.355,207.835,1168.07,208.695,329.12
6977,0.258,1.398,0.357,12.147,141.547,24.9,2.107,2.171,274.706,1.969,44.501,9.628,8.683,147.89,225.9,194.79,668.475,1284.325,260.385,2833.2,5538.27,5016.18,202.53,6736.875,7364.56,825.965,1289.815,463.85,1401.785,350.56,456.025
6203,0.259,1.39,0.359,12.538,118.291,29.714,4.285,3.935,315.175,1.901,32.644,17.659,14.772,395.185,139.765,184.2,627.165,1051.245,96.755,4981.18,5054.755,5637.8,231.67,5553.74,9887.785,986.25,1280.73,294.48,1410.26,329.46,562.67
6005,0.262,1.248,0.359,15.912,104.431,25.7,2.259,1.034,309.89,2.172,54.362,7.87,11.596,159.28,262.14,230.06,780.33,425.87,162.11,2092.89,4220.84,5040.69,140.78,8039.05,6958.56,685.77,1004.34,318.57,974.85,243.91,477.26
6939,0.262,1.434,0.349,11.487,81.207,25.967,8.006,4.931,300.554,2.205,64.267,20.562,13.679,491.82,241.52,143.91,771.72,491.745,78.75,4893.15,3216.515,5045.76,361.875,8087.515,8816.77,729.505,1186.085,456.58,1423.39,233.905,414.685
1967,0.264,1.313,0.328,11.584,145.211,25.242,5.039,2.194,261.006,2.167,54.983,15.799,9.099,65.965,171.995,187.195,865.11,449.51,206.15,5004.645,5491.4,5040.315,190.38,7400.83,8449.86,584.955,1031.95,446.995,1510.36,273.57,509.65
6897,0.265,1.323,0.333,10.786,126.557,24.896,3.121,1.531,230.135,2.374,58.815,11.942,7.858,246.71,521.345,206.525,693.32,764.7,259.59,3686.94,4165.705,4849.53,121.93,6757.415,8677.48,928.505,1241.525,313.02,1458.55,213.87,406.115
5380,0.266,1.38,0.313,13.07,112.133,26.704,3.794,5.729,206.223,0.509,51.437,11.202,7.274,150.225,166.9,154.325,464.295,460.845,252.21,2495.23,3945.325,4820.15,192.4316284,5477.685,7632.47,624.16,944.125,319.965,1456.21,303.85,607.205
6907,0.267,1.356,0.308,12.634,107.717,26.076,3.664,2.935,255.851,1.177,72.733,18.072,8.13,179.52,754.91,175.13,499.72,461.39,124.105,5020.345,3752.045,4592.595,196.645,5124.42,7627.005,745.665,1076.835,331.17,1618.82,202.655,376.8
6847,0.268,1.322,0.322,12.932,121.588,26.87,3.277,2.968,246.387,1.74,39.767,11.062,11.294,81.45,240.235,172.455,867.68,780.21,100.84,3968.105,4421.21,6134.24,192.4316284,6019.955,8578.27,564.615,1019.675,455.06,1258.105,289.285,542.975
641,0.27,1.371,0.311,11.784,128.077,23.506,5.525,3.252,268.377,2.604,83.541,17.223,8.499,299.585,214.03,201.55,536.24,818.01,171.175,3189.35,3733.84,5663.985,193.82,7152.535,8742.63,817.07,1275.71,458.64,1287.9,246.775,472.08
7283,0.271,1.274,0.314,13.429,122.131,25.632,3.296,2.408,255.277,2.089,52.132,15.04,6.854,157.44,144.88,196.765,823.685,635.775,264.43,4329.565,4936.215,5350.87,151.05,6824.065,8232.035,686.82,1071.74,384.92,1145.085,285.63,425.15
7310,0.273,1.307,0.354,12.537,142.087,26.427,4.436,1.923,172.468,1.481,41.235,10.978,9.999,21.94,80.26,149.425,573.61,174.53,123.175,2701.955,2713.23,3278.625,192.4316284,6104.195,5050.435,542.98,799.195,256.215,1000.185,224.87,291.56
8796,0.273,1.272,0.305,11.488,110.485,27.238,4.423,2.895,236.269,2.225,66.452,13.761,11.29,231.94,414.29,206.275,755.715,501.16,281.135,6119.76,5446.655,5388.175,192.4316284,8603.42,9610.89,706.53,1151.425,444.895,1747.37,287.13,578.33
6916,0.273,1.309,0.313,14.281,111.595,27.793,4.082,3.99,320.26,2.399,52.57,7.902,12.179,646.57,94.99,299.89,1036.35,622.41,158.52,6452.91,5166.64,4769.29,259.59,9433.38,10561.44,1735.61,1514.75,351.6805919,1638.29,267.31,535.49
6924,0.273,1.345,0.341,12.407,114.853,20.039,5.212,3.858,261.446,1.703,56.068,13.557,7.134,200.975,249.29,142.91,584.11,616.605,229.525,1947.5,2889.505,5151.55,187.95,5139.7,8078.465,747.11,1180.41,433.3,1699.93,305.84,426.595
